,running_id,link,article_type,headline,content_extract,author,publication_time,shares,__final verdict__MANUAL,__final verdict__WEAK_SUPERVISION,__final verdict__WEAK_SUPERVISION__confidence,combined
42,1035,https://www.faz.net/aktuell/politik/inland/friedrich-merz-belebt-die-diskussion-ueber-wehrpflicht-18077037.html,Zurück zur Pflicht?,Merz belebt Diskussion über allgemeines Dienstjahr neu,"Der CDU-Vorsitzende zeigt sich offen für ein Pflichtjahr, das bei der Bundeswehr abgeleistet werden kann. Aber nicht nur dort. Die SPD lehnt eine Rückkehr zur Wehrpflicht ab.",Eckart Lohse,02.06.2022 21:35 Uhr,12.0,,0,0.4909,"Zurück zur Pflicht? Merz belebt Diskussion über allgemeines Dienstjahr neu Der CDU-Vorsitzende zeigt sich offen für ein Pflichtjahr, das bei der Bundeswehr abgeleistet werden kann. Aber nicht nur dort. Die SPD lehnt eine Rückkehr zur Wehrpflicht ab."
43,1036,https://www.faz.net/aktuell/politik/inland/sondervermoegen-bundeswehr-zuerst-das-buendnis-dann-das-land-18077018.html,Sondervermögen Bundeswehr,"Zuerst das Bündnis, dann das Land?",Die Grundgesetzänderung zum Sondervermögen für die Bundeswehr birgt verfassungsrechtliche Tücken. Die jahrelange Unterfinanzierung der Bundeswehr ist ein strukturelles Problem und kein akuter Notfall.,Reinhard Müller,02.06.2022 18:46 Uhr,4.0,,0,0.4592,"Sondervermögen Bundeswehr Zuerst das Bündnis, dann das Land? Die Grundgesetzänderung zum Sondervermögen für die Bundeswehr birgt verfassungsrechtliche Tücken. Die jahrelange Unterfinanzierung der Bundeswehr ist ein strukturelles Problem und kein akuter Notfall."
44,1037,https://www.faz.net/aktuell/politik/inland/justizminister-wollen-vom-bund-mehr-geld-fuer-richterstellen-18077311.html,Justizministerkonferenz,Länder wollen vom Bund mehr Geld für Richterstellen,"Die Landesjustizminister sehen sich mit mehr Aufgaben durch den Bund konfrontiert, für die sie mehr Stellen benötigen. Bundesminister Buschmann vermeidet finanzielle Zusagen.","Helene Bubrowski, Berlin",02.06.2022 18:27 Uhr,2.0,,1,0.611,"Justizministerkonferenz Länder wollen vom Bund mehr Geld für Richterstellen Die Landesjustizminister sehen sich mit mehr Aufgaben durch den Bund konfrontiert, für die sie mehr Stellen benötigen. Bundesminister Buschmann vermeidet finanzielle Zusagen."
45,1038,https://www.faz.net/aktuell/politik/inland/union-macht-weg-frei-fuer-sondervermoegen-der-bundeswehr-18076640.html,CDU/CSU beenden Blockade,Weg frei für „Sondervermögen“ der Bundeswehr,Die Ampel-Parteien und die Union einigen sich auf das Gesetz zur Modernisierung der Truppe und den zugehörigen Wirtschaftsplan. Nun entscheidet der Bundestag.,Lorenz Hemicker,02.06.2022 16:24 Uhr,7.0,,0,0.8313,CDU/CSU beenden Blockade Weg frei für „Sondervermögen“ der Bundeswehr Die Ampel-Parteien und die Union einigen sich auf das Gesetz zur Modernisierung der Truppe und den zugehörigen Wirtschaftsplan. Nun entscheidet der Bundestag.
46,1039,https://www.faz.net/aktuell/politik/inland/afd-bjoern-hoecke-will-einzelspitze-der-partei-ermoeglichen-18076572.html,"Eine Partei, ein Chef",Höcke will AfD-Führung aus einer Hand ermöglichen,"Bisher wird die AfD von mehreren „Bundessprechern“ geführt. Der Thüringer AfD-Vorsitzende Björn Höcke will das ändern – und sich die Option „wie immer offen“ halten, selbst zu kandidieren.","Stefan Locke, Dresden",02.06.2022 15:49 Uhr,5.0,,1,0.2757,"Eine Partei, ein Chef Höcke will AfD-Führung aus einer Hand ermöglichen Bisher wird die AfD von mehreren „Bundessprechern“ geführt. Der Thüringer AfD-Vorsitzende Björn Höcke will das ändern – und sich die Option „wie immer offen“ halten, selbst zu kandidieren."
47,104,https://allesbeste.faz.net/heim-garten/rasenmaeher/maehroboter-test/?utm_source=faz&utm_medium=verlagsbox&utm_campaign=maehroboter-test,Mähroboter im Test,Elektro-Schafe für den Garten,,,,,,0,0.6188,Mähroboter im Test Elektro-Schafe für den Garten 
48,1040,https://www.faz.net/aktuell/politik/inland/tuerkisch-soll-in-hessen-keine-zweite-fremdsprache-werden-18074222.html,Eltern sind enttäuscht,Türkisch soll in Hessen keine zweite Fremdsprache werden,"Anders als Portugiesisch und Arabisch soll Türkisch in hessischen Schulen vorerst kein reguläres Unterrichtsfach werden. Eltern, Lehrer und Schüler sind empört. Sie sehen eine Diskriminierung.",Matthias Trautsch,03.06.2022 08:11 Uhr,17.0,,0,0.418,"Eltern sind enttäuscht Türkisch soll in Hessen keine zweite Fremdsprache werden Anders als Portugiesisch und Arabisch soll Türkisch in hessischen Schulen vorerst kein reguläres Unterrichtsfach werden. Eltern, Lehrer und Schüler sind empört. Sie sehen eine Diskriminierung."
49,1041,https://www.faz.net/aktuell/politik/politische-buecher/rezension-die-ersten-ihrer-art-von-heike-specht-18053722.html,„Die Ersten ihrer Art“,Die Hälfte der Macht,Autorin Heike Specht nimmt in „Die Ersten ihrer Art“ die Hürden und Errungenschaften von Frauen in der Politik in den Blick.,Julia Anton,23.05.2022 20:14 Uhr,,,1,0.2756,„Die Ersten ihrer Art“ Die Hälfte der Macht Autorin Heike Specht nimmt in „Die Ersten ihrer Art“ die Hürden und Errungenschaften von Frauen in der Politik in den Blick.
50,1042,https://www.faz.net/aktuell/politik/politische-buecher/einst-sprang-moskau-fuer-die-araber-als-lieferant-ein-18035875.html,Russland und Europa,Einst sprang Moskau für die Araber ein,"Der Krieg gegen die Ukraine hat allen in Westeuropa deutlich gemacht, wie abhängig sie im Energiesektor von Russland sind. Die Geschichte beginnt mit der Suche nach einer Alternative zu Öl aus Nahost.",Othmara Glas,16.05.2022 20:23 Uhr,46.0,,0,0.8333,"Russland und Europa Einst sprang Moskau für die Araber ein Der Krieg gegen die Ukraine hat allen in Westeuropa deutlich gemacht, wie abhängig sie im Energiesektor von Russland sind. Die Geschichte beginnt mit der Suche nach einer Alternative zu Öl aus Nahost."
51,1043,https://www.faz.net/aktuell/politik/politische-buecher/der-kampf-um-ein-besseres-leben-18035873.html,Linke in Amerika,„Revolutionäre Beziehungsweisen“,Politik findet in den Vereinigten Staaten vielfach außerhalb der großen Parteien statt. Ein Streifzug durch die „linke“ politische Landschaft.,Frauke Steffens,16.05.2022 20:24 Uhr,27.0,,0,0.4738,Linke in Amerika „Revolutionäre Beziehungsweisen“ Politik findet in den Vereinigten Staaten vielfach außerhalb der großen Parteien statt. Ein Streifzug durch die „linke“ politische Landschaft.
52,1044,https://www.faz.net/aktuell/politik/politische-buecher/eine-europaeische-erfahrung-italienische-arbeitsmigration-nach-turin-und-muenchen-18017860.html,Italienische Arbeitsmigration,"Norden ist dort, wo Arbeit ist",Die Historikerin Olga Sparschuh ­vergleicht die Situation italienischer ­Arbeitsmigranten in Turin und München ­zwischen 1950 und 1975 – und erzählt damit ein Stück europäische Geschichte.,Anna-Lena Ripperger,09.05.2022 20:18 Uhr,,,0,0.4616,"Italienische Arbeitsmigration Norden ist dort, wo Arbeit ist Die Historikerin Olga Sparschuh ­vergleicht die Situation italienischer ­Arbeitsmigranten in Turin und München ­zwischen 1950 und 1975 – und erzählt damit ein Stück europäische Geschichte."
53,1045,https://www.faz.net/aktuell/politik/politische-buecher/buch-klassenkampf-verfehlte-bildungspolitik-in-berlin-18017859.html,Berliner Bildungspolitik,Es fehlt an Elementarem,"Gerade diejenigen, die besonders gefördert werden müssten, gehören zu den großen Verlierern der Bildungspolitik der Bundeshauptstadt. Und die Aussichten sind kaum besser.",Heike Schmoll,09.05.2022 20:19 Uhr,5.0,,1,0.4191,"Berliner Bildungspolitik Es fehlt an Elementarem Gerade diejenigen, die besonders gefördert werden müssten, gehören zu den großen Verlierern der Bildungspolitik der Bundeshauptstadt. Und die Aussichten sind kaum besser."
54,1046,https://www.faz.net/aktuell/politik/politische-buecher/stammheim-prozess-die-grosse-inszenierung-17999895.html,Stammheim-Prozess,Die große Inszenierung,"Zum Prozess gegen die erste RAF-Generation ist schon viel geschrieben worden. Umso beeindruckender ist, was diese Neuerscheinung leistet. Sie macht erstmals die Protokolle des Verfahrens zugänglich und gibt wüste Einblicke.",Marlene Grunert,02.05.2022 20:15 Uhr,,,0,0.466,"Stammheim-Prozess Die große Inszenierung Zum Prozess gegen die erste RAF-Generation ist schon viel geschrieben worden. Umso beeindruckender ist, was diese Neuerscheinung leistet. Sie macht erstmals die Protokolle des Verfahrens zugänglich und gibt wüste Einblicke."
55,1047,https://www.faz.net/aktuell/politik/politische-buecher/erinnerungen-an-das-rote-hessen-17999896.html,Georg August Zinn,Erinnerungen an das „rote Hessen“,Er war fast zwanzig Jahre lang hessischer Ministerpräsident. Der Sozialdemokrat Georg August Zinn hat sowohl das Bundesland geprägt als auch bundespolitisch Pflöcke eingeschlagen. Seine Biographie war überfällig.,Joachim Scholtyseck,02.05.2022 20:14 Uhr,,,0,0.7825,Georg August Zinn Erinnerungen an das „rote Hessen“ Er war fast zwanzig Jahre lang hessischer Ministerpräsident. Der Sozialdemokrat Georg August Zinn hat sowohl das Bundesland geprägt als auch bundespolitisch Pflöcke eingeschlagen. Seine Biographie war überfällig.
56,1048,https://www.faz.net/aktuell/politik/politische-buecher/was-aus-einem-gruendungsideal-der-un-wurde-17982413.html,Menschenrechte,Menschenrechte für alle?,"Die Vereinten Nationen sollten fast so etwas wie eine Weltregierung zur friedlichen Konfliktbeilegung werden - eigentlich. In der Praxis dominierten schon bald die Gegensätze, zum Beispiel beim Thema Menschenrechte",Guido Thiemeyer,25.04.2022 20:19 Uhr,3.0,,0,0.5311,"Menschenrechte Menschenrechte für alle? Die Vereinten Nationen sollten fast so etwas wie eine Weltregierung zur friedlichen Konfliktbeilegung werden - eigentlich. In der Praxis dominierten schon bald die Gegensätze, zum Beispiel beim Thema Menschenrechte"
57,1049,https://www.faz.net/aktuell/politik/politische-buecher/hass-gegen-politiker-es-bedarf-aller-massnahmen-17982414.html,Hass gegen Politiker,„Es bedarf aller Maßnahmen“,"Wie als Gesellschaft damit umgehen, dass unsere politischen Vertreter zunehmend Opfer von Anfeindungen werden? Das Buch „Unsere gefährdete Demokratie“ beschreibt Hetze gegen Politiker – bleibt dabei aber ziemlich unkonkret.",Kim Maurus,25.04.2022 20:20 Uhr,,,1,0.3558,"Hass gegen Politiker „Es bedarf aller Maßnahmen“ Wie als Gesellschaft damit umgehen, dass unsere politischen Vertreter zunehmend Opfer von Anfeindungen werden? Das Buch „Unsere gefährdete Demokratie“ beschreibt Hetze gegen Politiker – bleibt dabei aber ziemlich unkonkret."
58,105,https://allesbeste.faz.net/elektronik/wearables/fitness-tracker-test/?utm_source=faz&utm_medium=verlagsbox&utm_campaign=fitness-tracker-test,Fitness-Tracker im Test,Trainingshilfe am Handgelenk,,,,,,0,0.3819,Fitness-Tracker im Test Trainingshilfe am Handgelenk 
59,1050,https://www.faz.net/aktuell/politik/politische-buecher/spannungen-zwischen-moskau-und-den-genossen-im-westen-17965751.html,Eurokommunismus,Spannungsvolle Beziehung,Nach dem Einmarsch der Sowjetunion in Prag nabelten sich einige kommunistische Parteien in Westeuropa von Moskau ab. Die SED versuchte Einfluss auf die Genossen zu nehmen.,Frank Bösch,26.04.2022 10:41 Uhr,,,0,0.4661,Eurokommunismus Spannungsvolle Beziehung Nach dem Einmarsch der Sowjetunion in Prag nabelten sich einige kommunistische Parteien in Westeuropa von Moskau ab. Die SED versuchte Einfluss auf die Genossen zu nehmen.
60,1051,https://www.faz.net/aktuell/politik/politische-buecher/asiem-el-difraoui-schildert-souveraen-den-kampf-gegen-die-hydra-dschihadismus-17776014.html,Dschihadistischer Terror,Wegmarken des Terrors,"Der Islamische Staat war militärisch besiegt. Er gewinnt aber wieder an Boden. El Difraoui zeigt, weshalb wir uns noch lange mit dem Dschihadismus beschäftigen müssen und was wir dagegen tun können.",RAINER HERMANN,18.04.2022 20:25 Uhr,2.0,,1,0.3612,"Dschihadistischer Terror Wegmarken des Terrors Der Islamische Staat war militärisch besiegt. Er gewinnt aber wieder an Boden. El Difraoui zeigt, weshalb wir uns noch lange mit dem Dschihadismus beschäftigen müssen und was wir dagegen tun können."
61,1052,https://www.faz.net/aktuell/politik/politische-buecher/entspannt-euch-in-europa-17951826.html,Nationale Interessen,Entspannt euch in Europa!,"Bedenkenswerte Gedanken wechseln sich ab mit Analysen, die einer ernsthaften Überprüfung nicht standhalten. Klaus von Dohnanyis Definition „nationaler Interessen“.",Thomas Speckmann,12.04.2022 09:30 Uhr,2.0,,0,0.2745,"Nationale Interessen Entspannt euch in Europa! Bedenkenswerte Gedanken wechseln sich ab mit Analysen, die einer ernsthaften Überprüfung nicht standhalten. Klaus von Dohnanyis Definition „nationaler Interessen“."
62,1053,https://www.faz.net/aktuell/politik/politische-buecher/gegen-die-deutsche-nabelschau-17951816.html,Wiedervereinigung,Gegen die deutsche Nabelschau,"Es war das berühmte kleine „Zeitfenster“, das die Wiedervereinigung Deutschlands schließlich ermöglichte. Was dafür auf internationaler Bühne alles geschehen musste, zeigt dieses Buch.",Christian Hillgruber,12.04.2022 09:30 Uhr,2.0,,0,0.3869,"Wiedervereinigung Gegen die deutsche Nabelschau Es war das berühmte kleine „Zeitfenster“, das die Wiedervereinigung Deutschlands schließlich ermöglichte. Was dafür auf internationaler Bühne alles geschehen musste, zeigt dieses Buch."
63,1054,https://www.faz.net/aktuell/politik/politische-buecher/usa-ronald-reagans-kampf-um-herzen-und-hirne-17933247.html,„Geistige Nachrüstung“,Reagans Kampf um Herzen und Hirne,"Die 1980er Jahre waren politisch höchst turbulent. Dem Westen erwuchs in Person von Michail Gorbatschow ein Gegner, der auch im Wettbewerb um Sympathien der Europäer punkten konnte. Amerikas Informationsoffensive ist Thema dieses Buches.",Benedikt Stuchtey,05.04.2022 09:31 Uhr,,,0,0.5457,"„Geistige Nachrüstung“ Reagans Kampf um Herzen und Hirne Die 1980er Jahre waren politisch höchst turbulent. Dem Westen erwuchs in Person von Michail Gorbatschow ein Gegner, der auch im Wettbewerb um Sympathien der Europäer punkten konnte. Amerikas Informationsoffensive ist Thema dieses Buches."
64,1055,https://www.faz.net/aktuell/politik/politische-buecher/xinjiang-zeugen-dokumentieren-die-praktiken-17933253.html,Xinjiang,Keine „innere Angelegenheit“,In der angeblich autonomen Region im Westen Chinas herrscht Unterdrückung. Präsident Xi Jinping will die Region von „Bevölkerungen minderer Qualität“ säubern. Zeugenaussagen dokumentieren die Praktiken.,Julia C. Schneider,05.04.2022 09:32 Uhr,7.0,,1,0.6347,Xinjiang Keine „innere Angelegenheit“ In der angeblich autonomen Region im Westen Chinas herrscht Unterdrückung. Präsident Xi Jinping will die Region von „Bevölkerungen minderer Qualität“ säubern. Zeugenaussagen dokumentieren die Praktiken.
65,1056,https://www.faz.net/aktuell/politik/politische-buecher/viktor-orban-ungarns-technologe-der-macht-17916862.html,Viktor Orbán,Ungarns Technologe der Macht,György Dalos beleuchtet vor der ungarischen Wahl am Sonntag das „System Orbán“. Er bietet interessante Innenansichten. Wichtige außenpolitische Aspekte streift er leider nur.,Niklas Zimmermann,28.03.2022 20:15 Uhr,4.0,,1,0.3467,Viktor Orbán Ungarns Technologe der Macht György Dalos beleuchtet vor der ungarischen Wahl am Sonntag das „System Orbán“. Er bietet interessante Innenansichten. Wichtige außenpolitische Aspekte streift er leider nur.
66,1057,https://www.faz.net/aktuell/politik/politische-buecher/schwarze-paedagogik-17916860.html,Jugendhilfe in der DDR,„Schwarze Pädagogik“,"Sie wollten den „neuen Menschen“ für den Sozialismus schaffen - mit buchstäblich allen Mitteln. Brachialpädagogik gab es zwar nicht nur in der DDR, aber dort war es zum Teil besonders grausam, wie das Buch dokumentiert.",Daniela Münkel,28.03.2022 20:16 Uhr,,,1,0.3549,"Jugendhilfe in der DDR „Schwarze Pädagogik“ Sie wollten den „neuen Menschen“ für den Sozialismus schaffen - mit buchstäblich allen Mitteln. Brachialpädagogik gab es zwar nicht nur in der DDR, aber dort war es zum Teil besonders grausam, wie das Buch dokumentiert."
67,1058,https://www.faz.net/aktuell/politik/politische-buecher/die-konstituierung-europas-17895299.html,Frontex,Die Konstituierung Europas,"Die Europäische Union hat sich, als Folge der Einrichtung des Binnenmarkts und der damit verbundenen Grenzöffnung, nach außen immer intensiver abgeschlossen. Ausführendes Organ hier ist Frontex.",Jenny Hestermann,21.03.2022 20:10 Uhr,,,0,0.8162,"Frontex Die Konstituierung Europas Die Europäische Union hat sich, als Folge der Einrichtung des Binnenmarkts und der damit verbundenen Grenzöffnung, nach außen immer intensiver abgeschlossen. Ausführendes Organ hier ist Frontex."
68,1059,https://www.faz.net/aktuell/politik/politische-buecher/afrika-wo-der-klimawandel-laengst-den-alltag-bestimmt-17895298.html,Afrika,Wo der Klimawandel längst den Alltag bestimmt,Die Länder des afrikanischen Kontinents tragen zur globalen Erderwärmung zwar vergleichsweise wenig bei – werden von ihren Konsequenzen aber am härtesten getroffen. Die ugandische Klimaaktivistin Vanessa Nakate will dem globalen Süden deshalb größeres Gehör in der Klimakrise verschaffen.,Franca Wittenbrink,21.03.2022 20:11 Uhr,25.0,,0,0.5685,Afrika Wo der Klimawandel längst den Alltag bestimmt Die Länder des afrikanischen Kontinents tragen zur globalen Erderwärmung zwar vergleichsweise wenig bei – werden von ihren Konsequenzen aber am härtesten getroffen. Die ugandische Klimaaktivistin Vanessa Nakate will dem globalen Süden deshalb größeres Gehör in der Klimakrise verschaffen.
69,106,https://www.faz.net/aktuell/wissen/50-umweltgipfel-in-stockholm-scharfe-evergreens-fuer-die-weltrettung-18078837.html,50+-Umweltgipfel in Stockholm,Scharfe Evergreens für die Weltrettung,Die vorgrünen Öko-Propheten: Wie der Alt-Bundespräsident in Fridays-for-Future-Laune geriet und Kanzler Brandt das „Umwelt-Gruseln“ entdeckte. Fünfzig Jahre im UN-Umwelttheater.,Joachim Müller-Jung,04.06.2022 10:40 Uhr,3.0,,1,0.4153,50+-Umweltgipfel in Stockholm Scharfe Evergreens für die Weltrettung Die vorgrünen Öko-Propheten: Wie der Alt-Bundespräsident in Fridays-for-Future-Laune geriet und Kanzler Brandt das „Umwelt-Gruseln“ entdeckte. Fünfzig Jahre im UN-Umwelttheater.
